Job Title,Company Name,Location,Post Date,Summary,Salary,Job Link
Staff Developer - Loyalty Team,Loblaw Digital,"Toronto, ON",30+ days ago,Define and drive the technical vision for two of our teams of software developers focused on enhancing our Loyalty experience.,,https://ca.indeed.com/rc/clk?jk=f338cc55be71fee2&fccid=ae6e110d9fec0378&vjs=3
Camunda BPM Developer,Virtusa,"Toronto, ON",30+ days ago,"Overall 5+ years of experience in software development.
3+ year of Camunda BPM development experience including process and rules modelling (or one project from…",,https://ca.indeed.com/rc/clk?jk=26d216dd1c9545b0&fccid=146443e77d8c0778&vjs=3
Camunda BPM Developer,Virtusa,"Toronto, ON",30+ days ago,"Overall 5+ years of experience in software development.
3+ year of Camunda BPM development experience including process and rules modelling (or one project from…",,https://ca.indeed.com/rc/clk?jk=26d216dd1c9545b0&fccid=146443e77d8c0778&vjs=3
Software Developer,Milano Software,"Richmond Hill, ON",8 days ago,"Diploma or Degree in software engineering.
Development and Research of new algorithm and best practices suitable for our commercial software products.","$40,000 a year",https://ca.indeed.com/company/Milano-Software/jobs/Software-Developer-d9f3b2a74fbed315?fccid=ae9832427d3485dd&vjs=3
Android Developer,Aequilibrium Software Inc.,"Toronto, ON",Today,"Developing and maintaining software using Kotlin.
You’ll be part of a high-performance Scrum team, made up of software developers, UX designers, architects,…",,https://ca.indeed.com/rc/clk?jk=c0b4e7df0d1dd598&fccid=d8f781bf71f2e52f&vjs=3
Senior Software Engineer,RBC,"Toronto, ON",30+ days ago,Minimum 3 to 5 years of experience as a senior software engineer with proven production support capability/the ability to effectively resolve high severity…,,https://ca.indeed.com/rc/clk?jk=a088e870ac433276&fccid=537b899e30af3338&vjs=3
Senior Software Developer,iPipeline,"Toronto, ON",30+ days ago,"5+ years of professional software development experience.
Work closely with internal partners, product managers, analysts, developers, and designers.",,https://ca.indeed.com/rc/clk?jk=6284da6ccb4cd59d&fccid=61ac60b37346cf51&vjs=3
Infrastructure Developer,Affinity.co,"Toronto, ON",7 days ago,"You'll play a critical part in enabling our product, infrastructure, and engineering team to grow to the next level of scale and quality, and you'll leverage…",,https://ca.indeed.com/company/Affinity.co/jobs/Infrastructure-Developer-5ba8fa553a76de63?fccid=a8224a7288fb719d&vjs=3
Software Engineer,Applanix,"Richmond Hill, ON",3 days ago,The candidate will work closely with our robotics engineers to productize and maintain Applanix’s software for autonomous vehicle navigation.,,https://ca.indeed.com/rc/clk?jk=2eb32d487f436d94&fccid=bd8091049ee9cc70&vjs=3
Office 365 Developer,Peel District School Board,"Mississauga, ON",10 days ago,"Experience using Microsoft Graph developer, SDKs, graph data connectors.
This role will also involved composing solution documentation and performing developer…",,https://ca.indeed.com/rc/clk?jk=791732caef857a50&fccid=351cbd7f83939756&vjs=3
"Front-End Developer HTML5, CSS",Naishali & Dan,"Toronto, ON",30+ days ago,"Utilize team-oriented version control software (Git) in accordance with company standards.
Looking for Front-End Developer in GTA area.",,https://ca.indeed.com/rc/clk?jk=9e2ea88f8af353ff&fccid=e2ca41ebfe2e5b23&vjs=3
Software Developer,Profound Medical,"Mississauga, ON",15 days ago,"Extensive experience developing production software using.
Concurrent software design, implementation and testing.
Maintenance of PMI’s software products.",,https://ca.indeed.com/rc/clk?jk=b7f59129030d97d4&fccid=c7ee7ec4ed0cfd3d&vjs=3
Software Developer,Moleculight Inc,"Toronto, ON",2 days ago,"Work with senior developers to design, document, implement and test software for mobile medical devices.
Developing software for a Medical Device.",,https://ca.indeed.com/rc/clk?jk=d9f1aeeabe103892&fccid=ff6dfe8a0ba756a5&vjs=3
Java Programmer/Developer,Datasource Systems Business Solutions,"Toronto, ON",30+ days ago,"Performs configuration and implementation of vendor supplied application software.
Strong interpersonal skills to communicate technical and design strategies to…",,https://ca.indeed.com/rc/clk?jk=e580e94f45321a62&fccid=1fe7eb7f3df55177&vjs=3
Full Stack Developer,JMIR Publications Inc,"Toronto, ON",Just posted,"1-3 years of experience as a developer.
We offer competitive compensation, including a comprehensive, flexible benefits program that includes Extended Health…","$60,000 - $90,000 a year",https://ca.indeed.com/company/JMIR-Publications-Inc/jobs/Full-Stack-Developer-ca45e7d8d543c533?fccid=3c94e2b2d83a5f71&vjs=3
"Analyst, Enterprise Partnerships Enablement",RBC,"Toronto, ON",7 days ago,"Experience as a Salesforce developer.
You will play an important strategic role in the enterprise-wide development and roll-out of key sales and relationship…",,https://ca.indeed.com/rc/clk?jk=dbab025c3e44989f&fccid=537b899e30af3338&vjs=3
Programmer/ Developer,CIMT College (Canadian Institute of Management and...,"Mississauga, ON",1 day ago,"Android and/or iOS mobile development.
Computer Science Diploma or equivalent.
Problem solver and customer-centered.
Temporarily due to COVID-19.","$40,000 a year",https://ca.indeed.com/company/CIMT-College-(Canadian-Institute-of-Management-and-Technology)/jobs/Programmer-8a784a13701b8e6b?fccid=1bcd9b4c301c6a17&vjs=3
UI Developer,Fleet Complete,"Toronto, ON",30+ days ago,"Fleet Complete is looking for smart, passionate developers like you who enjoy building user interfaces, leveraging all their skills in JavaScript/TypeScript,…",,https://ca.indeed.com/rc/clk?jk=f0b9c536d5b9ebd8&fccid=c0b5558e336243b3&vjs=3
Developer - Quadient,CGI Inc,"Toronto, ON",9 days ago,"Develop software components for the Quadient Inspire product.
Lead the project development activity with responsibility.",,https://ca.indeed.com/rc/clk?jk=068562320c3bc371&fccid=d2841a5c0380b93d&vjs=3
Software Developer (Springboot),Randoli Inc,"Toronto, ON",16 days ago,"[mandatory] 3+ years experience building microservices with Springboot.
[mandatory] 3+ years building REST APIs.
Integration experience is a plus.","$70,000 a year",https://ca.indeed.com/company/Randoli-Inc/jobs/Software-Developer-aa3718def765309d?fccid=67953a748f0d94c9&vjs=3
Senior Software Developer,Chisel AI,"Toronto, ON",9 days ago,"You bring a minimum of 7-10 years of experience developing product software using an object-oriented language, which is in production with tens to hundreds of…",,https://ca.indeed.com/rc/clk?jk=b9887b2d8956f3e9&fccid=39c5bcd67a77bd4e&vjs=3
Informatica Cloud Developer,Cognizant Technology Solutions,"Toronto, ON",9 days ago,"7+ years with good experience in Informatica Intelligent Cloud (IICS) Services.
Minimum 2 year of hands of experience in Informatica IICS/Cloud Services .",,https://ca.indeed.com/rc/clk?jk=04a0aa04025933a3&fccid=2df6a1e69a70a1e7&vjs=3
Software Engineer Co-op,Clearco,"Toronto, ON",9 days ago,"Delivering working software in an agile environment with weekly sprints.
Gathering technical requirements, software designs, development, QA and deployment.",,https://ca.indeed.com/rc/clk?jk=b4ea66aa93beb271&fccid=4799ed9185c0edc2&vjs=3
C#.Net Developer,Dawn InfoTek Inc.,"Toronto, ON",1 day ago,"Knowledge of and experience with technologies used in website front-ends, including HTML, CSS.
Advanced knowledge of JavaScript/TypeScript and React (React…","$68,549 - $136,121 a year",https://ca.indeed.com/company/Dawn-InfoTek-Inc./jobs/Csharp-Net-Developer-c8624d48644fc72a?fccid=7fd13fff10c82576&vjs=3
Software Developer,SPS COMMERCE,"Brampton, ON",30+ days ago,"A minimum of 2 years of related experience with a bachelor’s degree or 5 years experience without a degree.
This product helps our customers see trends and take…",,https://ca.indeed.com/rc/clk?jk=824efb37f2dcb03d&fccid=7056e3686dbbe4c6&vjs=3
Software Developer,Marine Magnetics,"Markham, ON",7 days ago,"Embedded software with C++ (QT) and Linux.
Experience with developing software for devices or instruments.
Marine Magnetics designs and builds highly accurate…","$65,000 - $80,000 a year",https://ca.indeed.com/company/Marine-Magnetics/jobs/Software-Developer-d14f391accb88f63?fccid=f23d75f83beb294e&vjs=3
Software Developer Intern (12-16 Months),IBM,"Markham, ON",15 days ago,"Our experts and software capabilities help organizations develop applications once and deploy them anywhere, integrate security across the breadth of their IT…",,https://ca.indeed.com/rc/clk?jk=c611341f08fb7126&fccid=de71a49b535e21cb&vjs=3
Software Developer,Fleet Complete,"Toronto, ON",21 days ago,"Remain up-to-date in emerging trends in software development, advocating for their adoption where and when appropriate.
What you'll bring to the role:",,https://ca.indeed.com/rc/clk?jk=ab3e9a12917752a0&fccid=c0b5558e336243b3&vjs=3
Junior Python Developer,Exiger,"Toronto, ON",30+ days ago,"Experience with all phases of software development lifecycle.
Professional experience in software development or data analysis.",,https://ca.indeed.com/company/Exiger/jobs/Junior-Python-Developer-3820b436ed2ddda9?fccid=b7a753ea1f841879&vjs=3
Mulesoft Developer,Levio,"Toronto, ON",14 days ago,"Levio is seeking a Mulesoft Developer who will design, develop, program, and maintain mapping processes using Mulesoft.",,https://ca.indeed.com/rc/clk?jk=d32e7af9036964e7&fccid=32c9262352d9ac8a&vjs=3
"Director, Software Engineering",Proofpoint,"Toronto, ON",30+ days ago,"7-10 years’ experience in software development with a minimum of 3 years’ in a senior leadership role.
Lead an experienced team of software developers by…",,https://ca.indeed.com/rc/clk?jk=c523381983423a36&fccid=69c7d55b78dc7424&vjs=3
Front End Engineer II - ACFS-T7425,"AMZN CAN Fulfillment Svcs, ULC","Toronto, ON",5 days ago,"1 year Experience in Agile software development methodology.
At least 3 years of professional experience in large-scale front-end software development.","$103,000 - $172,000 a year",https://ca.indeed.com/rc/clk?jk=bae1389e5867a5b5&fccid=fe2d21eef233e94a&vjs=3
Junior Python Developer,Exiger,"Toronto, ON",30+ days ago,"Experience with all phases of software development lifecycle.
Professional experience in software development or data analysis.",,https://ca.indeed.com/company/Exiger/jobs/Junior-Python-Developer-3820b436ed2ddda9?fccid=b7a753ea1f841879&vjs=3
Mulesoft Developer,Levio,"Toronto, ON",14 days ago,"Levio is seeking a Mulesoft Developer who will design, develop, program, and maintain mapping processes using Mulesoft.",,https://ca.indeed.com/rc/clk?jk=d32e7af9036964e7&fccid=32c9262352d9ac8a&vjs=3
"Director, Software Engineering",Proofpoint,"Toronto, ON",30+ days ago,"7-10 years’ experience in software development with a minimum of 3 years’ in a senior leadership role.
Lead an experienced team of software developers by…",,https://ca.indeed.com/rc/clk?jk=c523381983423a36&fccid=69c7d55b78dc7424&vjs=3
Front End Engineer II - ACFS-T7425,"AMZN CAN Fulfillment Svcs, ULC","Toronto, ON",5 days ago,"1 year Experience in Agile software development methodology.
At least 3 years of professional experience in large-scale front-end software development.","$103,000 - $172,000 a year",https://ca.indeed.com/rc/clk?jk=bae1389e5867a5b5&fccid=fe2d21eef233e94a&vjs=3
Intermediate Software Developer,Info-Tech Research Group Inc. - Canada,"Toronto, ON",30+ days ago,The intermediate software developer will translate software requirements into workable programming code and build scalable web applications that solve a variety…,,https://ca.indeed.com/rc/clk?jk=5ae87f6eca0bd88e&fccid=08a9bc010dc24e80&vjs=3
"Junior Software Developer, Microsoft Dynamics for Finance & Operations Consulting Practice",BDO,"Greater Toronto Area, ON",4 days ago,"Experience with software development tools or languages an asset.
Knowledge of Dynamics 365 for Finance and Operations or similar ERP software considered an…",,https://ca.indeed.com/rc/clk?jk=6c7d6edd1f3e9478&fccid=3639654bd4055c70&vjs=3
5G OAM Principal Software Developer,Dell Technologies,"Toronto, ON",5 days ago,"Work with OAM management to establish implementation assignments for OAM developers.
Work with team management and other development and test groups to develop…",,https://ca.indeed.com/rc/clk?jk=1029c32c3ba1d7a3&fccid=dd09fe3b43125016&vjs=3
PHP Developer,Vestra Inet,"Concord, ON",30+ days ago,"Experience working in a formal software development environment.
3+ years of Object Orientation software coding experience for web applications.",,https://ca.indeed.com/rc/clk?jk=f89269a07951f0c1&fccid=d93f6b29d6ad9293&vjs=3
"developer, software",TENDERLIVE INC,"Unionville, ON",30+ days ago,"Research and evaluate a variety of software products.
Write, modify, integrate and test software code.
Prepare reports, manuals and other documentation on the…",$38.46 an hour,https://ca.indeed.com/rc/clk?jk=2e988ea0da915cdc&fccid=35984c21cf680ea7&vjs=3
"Software Engineer – Designer Developer (PHP, MySQL, CSS, HTML)",Internet Stores Network,"Markham, ON",21 days ago,"Develops software and scripts that are scalable and work well under continuous calls.
This position is a paid internship that can lead to part time and/or full…",,https://ca.indeed.com/rc/clk?jk=adf5c7b5e9cfc257&fccid=bb36f5d7e4d433ee&vjs=3
software development manager,Unisystech Consulting inc.,"North York, ON",13 days ago,"Authorize the development of specifications for products or services.
Assign, co-ordinate and review projects and programs.",$55 an hour,https://ca.indeed.com/rc/clk?jk=075291a5fcb74d8b&fccid=354775d75c15f4bd&vjs=3
Integration Developer,Traction on Demand,"Toronto, ON",3 days ago,"Remote, Vancouver, BC, Toronto, ON, Montreal, QC | Consulting, Data, Development | Platform |.
As our Integration Developer you will work closely with our…",,https://ca.indeed.com/rc/clk?jk=46fdddeb11e3e47d&fccid=4db26032d277e0f4&vjs=3
Cloud Security Developer (GCS),RBC,"Toronto, ON",5 days ago,Communicate and collaborate with application developers to remediate security vulnerabilities for their applications and/or resources.,,https://ca.indeed.com/rc/clk?jk=92e7844457ee0c03&fccid=537b899e30af3338&vjs=3
"Dynamics CRM Developer - Toronto, Canada",Cognizant's Microsoft Business Group,"Toronto, ON",6 days ago,"At times you will collaborate with our Business Analysts and Architects, and contribute to continuous improvement of internal processes and DevOps.",,https://ca.indeed.com/rc/clk?jk=d7f38593da577a5f&fccid=bf531dfee068e62b&vjs=3
Consulting - Customer & Applied Design - Fall Co-op 2021 - Opportunities Across Canada,Deloitte,"Toronto, ON",10 days ago,"Enjoy flexible, proactive, and practical benefits that foster a culture of well-being and connectedness.
We have Fall 2021 Co-op roles available within the…",,https://ca.indeed.com/rc/clk?jk=c97d8b5c801f20ee&fccid=9e215d88a6b33622&vjs=3
Consulting - Customer & Applied Design - Fall Co-op 2021 - Opportunities Across Canada,Deloitte,"Toronto, ON",10 days ago,"Enjoy flexible, proactive, and practical benefits that foster a culture of well-being and connectedness.
We have Fall 2021 Co-op roles available within the…",,https://ca.indeed.com/rc/clk?jk=c97d8b5c801f20ee&fccid=9e215d88a6b33622&vjs=3
Back-End Developer – Monitoring Solutions,Ubisoft,"Toronto, ON",9 days ago,The Monitoring Team is responsible for supporting our operations teams with cutting edge monitoring and event management solutions which answer the demanding…,,https://ca.indeed.com/rc/clk?jk=fcffd2d1949c7f20&fccid=237908de095b6446&vjs=3
Mainframe Developer,Capgemini,"Toronto, ON",28 days ago,"Typically having 4 5 years of relevant experience in IBM Mainframes Development.
Advance level of Knowledge in Banking Domain.",,https://ca.indeed.com/rc/clk?jk=36174814e0a9d242&fccid=105ecfd0283f415f&vjs=3
Developer (Co-op/Intern),Property Vista,"Toronto, ON",30+ days ago,"Knowledge of Java web-based application and software design.
You will be responsible for providing your expertise in the full development lifecycle from the…",,https://ca.indeed.com/rc/clk?jk=ac7bf43ccd179a74&fccid=1000d4cddf9c5847&vjs=3
Specialist - Software Engineering,Larsen & Toubro Infotech Limited,"Mississauga, ON",2 days ago,Business Analyst – Domain Expert Debt Capital Markets • Investment Banking experience in Debt Capital Markets related to origination and trading • Knowledge of…,,https://ca.indeed.com/rc/clk?jk=48ba021cc7f13370&fccid=42bfc5a97647daf5&vjs=3
QA Engineer - Software,MDBilling.ca,"Toronto, ON",14 days ago,"This position is full-time, permanent, work-from-home with flexible hours (work whenever it's most convenient for you - with most working hours required during…","$90,000 - $95,000 a year",https://ca.indeed.com/rc/clk?jk=b5084539df50b3bd&fccid=2919f8c2d1369ec5&vjs=3
Software Engineer - Application Backend (Remote),Yelp,"Toronto, ON",30+ days ago,"Yelp is the richest source of local business data and user-generated content in the world.
Our backend engineers use that data to power our websites and mobile…",,https://ca.indeed.com/rc/clk?jk=8eb643c871b0cf6b&fccid=0e94073a1c937bd1&vjs=3
AEM Developer,Capgemini,"Toronto, ON",30+ days ago,"Design and implement solutions based on Adobe AEM.
Convert client provided content into AEM content.
Design and improve solutions around Adobe AEM solution.",,https://ca.indeed.com/rc/clk?jk=2b9f00ae0c14a3c2&fccid=105ecfd0283f415f&vjs=3
.NET Developer,Amazing Print Corp,"Toronto, ON",30+ days ago,"Must have working knowledge of software development life cycle.
Analyze, define and document requirements for data, workflow, logical processes and interface…",,https://ca.indeed.com/rc/clk?jk=7ca04f1f1e1f59b3&fccid=88d77e26d09bbc20&vjs=3
Senior Software Engineer – C# .NET Developer (JR1024776),Broadridge,"Toronto, ON",30+ days ago,"The ideal candidate will have very strong C#, WPF, Winforms and some exposure to SQL / PL/SQL, Core Java skills.
Fix critical defects found by client.",,https://ca.indeed.com/rc/clk?jk=c69540cdaa7f6102&fccid=55e246035f02c566&vjs=3
Cobol Developer,Dawn InfoTek Inc.,"Toronto, ON",5 days ago,"Cobol developer: 8 years (preferred).
Cobol developer – 8+ years of professional experience.
JCL & SQL – 8+ years of hands on experience with both.","$43,558 - $98,347 a year",https://ca.indeed.com/company/Dawn-InfoTek-Inc./jobs/Cobol-Developer-a03b52940904b7d4?fccid=7fd13fff10c82576&vjs=3
Software Engineer,amdocs,"Toronto, ON",7 days ago,"You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable,…",,https://ca.indeed.com/rc/clk?jk=d8e0d4c7a433c9c5&fccid=3b6bf500a6749588&vjs=3
Backend Software Engineer,Blockthrough,"Toronto, ON",18 days ago,"Familiar with software engineering best practices such as unit testing and code reviews, design, and documentation.
Up to $1k home office reimbursement.",,https://ca.indeed.com/rc/clk?jk=54b2e8c757f1795d&fccid=2362166b20e57ee8&vjs=3
